address,auxo,prv,prv_staker,arv_locked,total,share,reward_share
0xc07ef9fda2d42a7757172f6a7cda2a63599591ed,0,35000000000000000000,0,0,35000000000000000000,0.000112319619563915999306876936227303200320284,9796517218364753
0x6d98f705bdf4ee437b15d0de31a5a1a5e55ea14d,0,16237463632999537733,0,0,16237463632999537733,0.0000521081639411836981759625858868584098509842,4544874058950042
0x7ab1daa0c03886af6f2c2b62afc434b8119843b9,0,10000000000000000000,0,0,10000000000000000000,0.0000320913198754045712305362674935152000915097,2799004919532786
0xad30f7eebd9bd5150a256f47da41d4403033cdf0,0,6799322063644390000,0,0,6799322063644390000,0.0000218199219280308037833352254545572874818208,1903133590562846
0xec5c16f3eaf86a801a3e89201dd39bddd1786cbf,0,4645051218822889222,0,0,4645051218822889222,0.0000149065824500883213082395052669066159087104,1300152121296703
0xe5d45fa1b783aa011914486d01f07f724395cc22,0,4000000000000000000,0,0,4000000000000000000,0.0000128365279501618284922145069974060800366039,1119601967813114
0x355406f69200eca09000cd31033c41e77ad8c49e,0,4000000000000000000,0,0,4000000000000000000,0.0000128365279501618284922145069974060800366039,1119601967813114
0xfc11d5abe8d1f20317dbc4e23129ede5ef739e8f,0,3000000000000000000,0,0,3000000000000000000,0.00000962739596262137136916088024805456002745292,839701475859836
0xa745ff5161b572c3177f6c28694ad061a68efb93,0,1000000000000000000,2000000000000000000,0,3000000000000000000,0.00000962739596262137136916088024805456002745292,839701475859836
0x6e09647dd1fb26d8161c06519d5a5e5a323f8e04,0,65954626947479466,0,0,65954626947479466,2.11657103063454171298388898543821806573963E-7,18460732529194
0x79939118ef2af99e20310ecc5ccc0e9697d390fc,0,2214751782643848,0,0,2214751782643848,7.10743079014462242229156136245297775999225E-9,619910113516
0xf3dd72ac3c9833574491861793e8ffe1f07c8905,0,341563219888733,0,685899764031157246316,685900105594377135049,0.00220114396912029290919888057679145577385480,191983776986671947
0x4cc408d5428dd610630ad0e198d8e6d8acfed4e6,0,10,0,0,10,3.20913198754045712305362674935152000915097E-23,0
0x00ba3ca0b6df1486c912893d9f288311a60ed753,0,0,813482854794668535176,2071428961527421773030,2884911816322090308206,0.00925806279099265984327941299751634111952479,807488236630379791
0x0252d89c8781b88858d5a2dbb8b9cf613f84917d,0,0,344963303224505163362,0,344963303224505163362,0.00110703277090537763641144660458076446007705,96555398278367037
0x037dfd569defbc08ae28001159b4c49f6d006cff,0,0,48154587882136825589,0,48154587882136825589,0.000154534428319393362936912721207664814749508,13478492838017489
0x03c65618d9ca830d9099b66ba6bd52a3b0344f82,0,0,158427694177552621388,0,158427694177552621388,0.000508415381097461150479151041138465627092527,44343989539320561
0x079f4c9456109e34bdd8153086d0b0372d196508,0,0,1000000000000000000000,0,1000000000000000000000,0.00320913198754045712305362674935152000915097,279900491953278670
0x0eb21ed8543789c79bed81d85b13ea31e7ac805b,0,0,39480822236713040590,0,39480822236713040590,0.000126699169534234395899243935382133750376684,11050701566775924
0x0fa36923d4dd8139673905dcddbc747ad95ef353,0,0,1244608189632602812657,0,1244608189632602812657,0.00399411195330480482566156639401558688127108,348366444567245076
0x124c5e21a073fb4694308fbdf72af362451eae12,0,0,24413663288110601521,0,24413663288110601521,0.0000783466677909178663587441534327429971374511,6833396364723856
0x15579f74c1b93b573c0a4d865011ec68f909fd02,0,0,46365762508513761012,0,46365762508513761012,0.000148793851592775576906821746250991259562121,12977799735921885
0x18f23c3b96918518235136920f39cb833b113f00,0,0,2230950032161280998,0,2230950032161280998,0.00000715941311081317842963536502436412727331891,624444011525125
0x1959b5efb8fdd52c688c1d685ad8f3d82ea27b01,0,0,944310776391477617,44070543168479420000,45014853944870897617,0.000144458607708946930585840901201108249225542,12599679764374351
0x198ca1beacf70b82c4e6de21e8cb7b6da6d8477a,0,0,29508171598273728352,902086034387642503060,931594205985916231412,0.00298960876583675737414731940957366677876612,260753676556281978
0x19dd92c9a9c4eb6f0426846c4f8a071a7b79209a,0,0,56371534620361242902,514402698348854295893,570774232969215538795,0.00183168984868537857170815668005678679680734,159759988602338719
0x1a6db538813dbfa63e1f19f8804447187b7d401d,0,0,2031824910296686966548,0,2031824910296686966548,0.00652039431271461805004282645043878437995131,568708791954968986
0x1ca4c34b18ecf1df4ba7e2ae0ec1fc5960c349d9,0,0,1104759060158122920199,0,1104759060158122920199,0.00354531763847856444440894698115703060056606,309222604428100390
0x1e57d972ae6bc70c101996f0d398bb683ee052bf,0,0,40845372166374274983,0,40845372166374274983,0.000131078190362106343992972503754858758991269,11432639763382915
0x2067bed542762d26e2755ce7d8776728f3429f48,0,0,50000000000000000000,50000000000000000000,100000000000000000000,0.000320913198754045712305362674935152000915097,27990049195327867
0x20a1a940fa696513bf938fac130f5272f38c0dc8,0,0,34075447748285270452,0,34075447748285270452,0.000109352609358785704265261589071202940679227,9537734588273289
0x2346b18e56010272035e8ea7cf4c757fc4e3f46a,0,0,196517451852814365415,0,196517451852814365415,0.000630650440850808252684584693123971878436332,55005331451007495
0x2459d93923cc940e3aa1935ead83ef8011534bb1,0,0,4812034282615698868,350830981548176653787,355643015830792352655,0.00114130537824795291963017034407989927571127,99544655090786453
0x27e5e6074e259d98d6468454c32673e0e6f354ce,0,0,39181310388442414364,0,39181310388442414364,0.000125737996481301765333029427297806423214345,10966868053099139
0x2b285e1b49ba0cb6f71d8b0d9cafdfbf9868fda9,0,0,866503962147147241546,0,866503962147147241546,0.00278072558225695565214069982351550127904975,242534885284451671
0x2d81713c58452c92c19b2917e1c770eecf53fe41,0,0,1052936946549092003887,0,1052936946549092003887,0.00337901363603386768836849266186761581525769,294717569334873939
0x3170606add67ee893d23e4aee79c1a4997ce635a,0,0,19274249507796670712,0,19274249507796670712,0.0000618536106313062073119868348132791515426669,5394871919262527
0x3211b0ad2947310c521a1617c09afd10d262a4b4,0,0,3096923566728885615279,0,3096923566728885615279,0.00993843648095755018604728481387655848277368,866830429869117527
0x329c54289ff5d6b7b7dae13592c6b1eda1543ed4,0,0,250604541227549467275,0,250604541227549467275,0.000804223049476230250433027605767391607617224,70144334375316802
0x40aed6e410a780154a4dcf62c37dd8ba54f08ffe,0,0,441160335944751813044,0,441160335944751813044,0.00141574174571439715398581628501433568108575,123480995061209719
0x4188c45b8dfc8998ceee2398e746dec2797b0961,0,0,4210999963908927686116,1000000000000000000000,5210999963908927686116,0.0167227866712523074411115232726806242831495,1458561453466626255
0x420ae7560821a43826a2ead522ac3fa819ce9299,0,0,418765521111695525104,0,418765521111695525104,0.00134387382907859071819008766043539767249447,117212675372234682
0x4281579d99d855f2430c95a13720e53a0fcc0549,0,0,4750000000000000000000,16733352132446270107425,21483352132446270107425,0.0689429125278288166476294021378519554595032,6013200830677229388
0x4282ec9835edad61b9a58fa02b78369d0978c430,0,0,207763188387520252807,0,207763188387520252807,0.000666739493687785289965638106873434075473914,58153018639448632
0x42b23bb838525d458f2b8109219ef45d229067b7,0,0,333990173983488611805,0,333990173983488611805,0.00107181855085461588255294781852047723995964,93484014005539597
0x43079513ebd84afb15be79021c420fe8055bc635,0,0,1024638213775562135074,48642249598486849766,1073280463374048984840,0.00344429866661590461441972400668094039165053,300411729702239200
0x4d04eb67a2d1e01c71fad0366e0c200207a75487,0,0,1801951004715471299231,362419595104556033130,2164370599820027332361,0.00694575092477457566309454978079653848138350,605808395658838489
0x50806f1e52f4c482cc96d03145abf731074fa33f,0,0,3990277466436440498433,0,3990277466436440498433,0.0128053270567030739856395169800503904788386,1116880625885642113
0x50be72f4dac794d00f84786dc414f0107f6f972b,0,0,203254427912360577609,0,203254427912360577609,0.000652270286222792265640263047256421111959662,56891014364351941
0x513aedace44cc9a0724ca276a8ceeee950903576,0,0,103400709670227821465,0,103400709670227821465,0.000331826524937111973510731352038786143759016,28941909505014906
0x52876dafdc67238390477bb2403bdc8021944ddc,0,0,1705842261266394220545,12000000000000000000,1717842261266394220545,0.00551278255017881690768686412630495946443551,480824894026596410
0x542256ef33279c5545aa71f4b3b6298990f30ffc,0,0,46274500000000000000,0,46274500000000000000,0.000148500978157440883140745051012866912663457,12952255314891993
0x56fcfeb7d7afa46c9aa58f08a04fbb11eb27808c,0,0,286386653707397656251,0,286386653707397656251,0.000919052571217081664147570007147345598559902,80159765261553862
0x59ab3cb9ca8b7910ba2d137a138b69bbf85bdf28,0,0,340801621768658161447,0,340801621768658161447,0.00109367738582346508400127714984429449347450,95390541591522624
0x5c2cf283c3bacb15b3137d5e8af30643b33189b0,0,0,176717823655278788892,0,176717823655278788892,0.000567110820660688829400967608846602426841379,49463405778025279
0x5d47e5d242a8f66a6286b0a2353868875f5d6068,0,0,3467353610723588508,109487970824782553609,112955324435506142117,0.000362488544808992988880635271967805460641487,31616250878240368
0x5e03b07ae157ee1ca5bf2f3cbe5bc8dc38f3e965,0,0,70712982212835690000,0,70712982212835690000,0.000226927293153590389683507488062146102280420,19792598508856153
0x66991c98912a882e29e9603b6e1b4c129b34a264,0,0,214628479304886712790,0,214628479304886712790,0.000688771118374476965876164954028791762399538,60074616944621880
0x66d0e180af64fb368679f91765affc99174396ac,0,0,98201111270437710495,0,98201111270437710495,0.000315140327389981354318439949909975095638270,27486539354954173
0x679a51d6f75ea1bdcd8cb2d3f3e6de4663718cad,0,0,65422078323836301,2000000000000000000,2065422078323836301,0.00000662821205932131449243320318866078992090383,578112655814005
0x67e326ed4972650fbc9541b81a57ded004f3e4ee,0,0,312099149915369022924,0,312099149915369022924,0.00100156736527759528304508756848616004952098,87356705599511860
0x68fe88060ac8772d9ec7f40deb535c4873260f8a,0,0,2000000000000000000000,0,2000000000000000000000,0.00641826397508091424610725349870304001830195,559800983906557340
0x71f9ccd68bf1f5f9b571f509e0765a04ca4ffad2,0,0,127069039927433590803,4012435101306158856360,4139504141233592447163,0.0132842151521889116601520718988507574381882,1158649245573916874
0x72b223de2f773c814465c4a8f2ef9faae702cfb3,0,0,3709266477221969006850,0,3709266477221969006850,0.0119035257023645271279236034164392964277826,1038225511760234056
0x73cbc02516f5f4945ce2f2facf002b2c6aa359e7,0,0,291153351892587905053,0,291153351892587905053,0.000934349534838126737246189502325340257985332,81493966428581414
0x74c4623d7609f3eb2665ad32ff96b44856b6051b,0,0,91297999165881600000,0,91297999165881600000,0.000292987329521672615584483984212200815429175,25554354880880285
0x76e0266c3c4d2766722a13db031714cb208c922d,0,0,14286405195931130338,0,14286405195931130338,0.0000458469599012267820677132450851899494071304,3998771842584999
0x775797e5cba871ddf85496d96b201ffdecf83ea7,0,0,51255159540136976015,0,51255159540136976015,0.000164484572006742996157905372481618000033959,14346344370428124
0x7917d37a540c6d26ffeebd2da51875ecb2568ea8,0,0,107439786196512857852,0,107439786196512857852,0.000344788454617737077738901410195941174126279,30072449011759027
0x8061199a31983a077e691c08b2263a4cf5c24093,0,0,258046914457658421422,0,258046914457658421422,0.000828106607472187690305917618475009661930870,72227458303724210
0x80fdc30d21a672eef723b809ed4ba7c91728d421,0,0,819433250301409689003,0,819433250301409689003,0.00262966945519649976116363174384810117375190,229359769882238709
0x81afcf6dd79897cba488471ecec2f41bf3f7ca9b,0,0,14132959749199548630,0,14132959749199548630,0.0000453545332097780279207801221055338367756633,3955822386556839
0x8243a0cedd065228d3febff9733c9921832f398b,0,0,90345921997744398007,0,90345921997744398007,0.000289931988226796586576851057859135170586478,25287868013141198
0x827e0f89ac23fefb2ed69fb5bfabef9429888245,0,0,1140006601874663274101,0,1140006601874663274101,0.00365843165208328076608298953669919749940588,319088408694703748
0x8410373df6e9b20765c9599c26d585b2cd0ef628,0,0,3619410380251958511557,0,3619410380251958511557,0.0116151656273025293000958845992925199763560,1013074746013326605
0x8413d8e665078d31beb3dc13f9d1f004a3cbd25c,0,0,1096685047320221451048,0,1096685047320221451048,0.00351940706561264253605230887168248879115351,306962684262734681
0x887c3599c4826f7b3cde82003b894430f27d5b92,0,0,262311914811497068824,0,262311914811497068824,0.000841793556534562661741548601735065455671007,73421234000944555
0x91b26b4b49525fdffff2b099190149a52a36c3ca,0,0,303764468285200163868,0,303764468285200163868,0.000974820271852254555181774370761856010037862,85023824110953642
0x91be5daa3e9cacea49e4695b9cc2f7de899b4707,0,0,113046697236028693632,0,113046697236028693632,0.000362781772185941062343172853387492821293097,31641826170057779
0x95adaec801b3e8cb7aa90c6922e23dc987ca2bbf,0,0,85931352716962065385,0,85931352716962065385,0.000275765052736624533162104740266704569971345,24052227899688391
