voter,choice,created,proposal_id,proposal_title,proposal_author,proposal_created,proposal_start,proposal_end,proposal_choices_0,proposal_choices_1,proposal_choices_2,proposal_choices_3,proposal_choices_4,proposal_choices_5,proposal_choices_6,proposal_choices_7,proposal_choices_8,proposal_choices_9,proposal_choices_10
0x71F9CCd68bf1f5F9b571f509E0765A04ca4fFad2,5,1687442860,0xc5915e8b65bd754a05360ef028543fd3e8034837af0e3c6968bfd925e69f86fb,oETH - Allocation,0x772e903794Eb0F2AA5dE1791029A1a8fdDFb7cA6,1687183749,1687183629,1687443300,Up to 1000 ETH,Up to 900 ETH,Up to 800 ETH,Up to 700 ETH,Up to 600 ETH,Up to 500 ETH,Up to 400 ETH,Up to 300 ETH,Up to 200 ETH,Up to 100 ETH,Avoid Origin oETH
0x1A1087Bf077f74fb21fD838a8a25Cf9Fe0818450,5,1687439169,0xc5915e8b65bd754a05360ef028543fd3e8034837af0e3c6968bfd925e69f86fb,oETH - Allocation,0x772e903794Eb0F2AA5dE1791029A1a8fdDFb7cA6,1687183749,1687183629,1687443300,Up to 1000 ETH,Up to 900 ETH,Up to 800 ETH,Up to 700 ETH,Up to 600 ETH,Up to 500 ETH,Up to 400 ETH,Up to 300 ETH,Up to 200 ETH,Up to 100 ETH,Avoid Origin oETH
0x679A51D6F75Ea1bdCd8Cb2d3F3e6dE4663718cAd,6,1687435459,0xc5915e8b65bd754a05360ef028543fd3e8034837af0e3c6968bfd925e69f86fb,oETH - Allocation,0x772e903794Eb0F2AA5dE1791029A1a8fdDFb7cA6,1687183749,1687183629,1687443300,Up to 1000 ETH,Up to 900 ETH,Up to 800 ETH,Up to 700 ETH,Up to 600 ETH,Up to 500 ETH,Up to 400 ETH,Up to 300 ETH,Up to 200 ETH,Up to 100 ETH,Avoid Origin oETH
0xFbEA6F2B10e8Ee770F37Fff9B8C9E10d9B65741D,5,1687433285,0xc5915e8b65bd754a05360ef028543fd3e8034837af0e3c6968bfd925e69f86fb,oETH - Allocation,0x772e903794Eb0F2AA5dE1791029A1a8fdDFb7cA6,1687183749,1687183629,1687443300,Up to 1000 ETH,Up to 900 ETH,Up to 800 ETH,Up to 700 ETH,Up to 600 ETH,Up to 500 ETH,Up to 400 ETH,Up to 300 ETH,Up to 200 ETH,Up to 100 ETH,Avoid Origin oETH
0x89d2D4934ee4F1f579056418e6aeb136Ee919d65,5,1687432492,0xc5915e8b65bd754a05360ef028543fd3e8034837af0e3c6968bfd925e69f86fb,oETH - Allocation,0x772e903794Eb0F2AA5dE1791029A1a8fdDFb7cA6,1687183749,1687183629,1687443300,Up to 1000 ETH,Up to 900 ETH,Up to 800 ETH,Up to 700 ETH,Up to 600 ETH,Up to 500 ETH,Up to 400 ETH,Up to 300 ETH,Up to 200 ETH,Up to 100 ETH,Avoid Origin oETH
0x4281579D99d855F2430C95a13720e53a0fCC0549,5,1687432438,0xc5915e8b65bd754a05360ef028543fd3e8034837af0e3c6968bfd925e69f86fb,oETH - Allocation,0x772e903794Eb0F2AA5dE1791029A1a8fdDFb7cA6,1687183749,1687183629,1687443300,Up to 1000 ETH,Up to 900 ETH,Up to 800 ETH,Up to 700 ETH,Up to 600 ETH,Up to 500 ETH,Up to 400 ETH,Up to 300 ETH,Up to 200 ETH,Up to 100 ETH,Avoid Origin oETH
0xa30C7B2e676bE6b0C26D631c8161b62eBeBC3cD2,6,1687432404,0xc5915e8b65bd754a05360ef028543fd3e8034837af0e3c6968bfd925e69f86fb,oETH - Allocation,0x772e903794Eb0F2AA5dE1791029A1a8fdDFb7cA6,1687183749,1687183629,1687443300,Up to 1000 ETH,Up to 900 ETH,Up to 800 ETH,Up to 700 ETH,Up to 600 ETH,Up to 500 ETH,Up to 400 ETH,Up to 300 ETH,Up to 200 ETH,Up to 100 ETH,Avoid Origin oETH
0x1Ec289BD5F002B7969887b8E18a1625052a67D0d,6,1687384357,0xc5915e8b65bd754a05360ef028543fd3e8034837af0e3c6968bfd925e69f86fb,oETH - Allocation,0x772e903794Eb0F2AA5dE1791029A1a8fdDFb7cA6,1687183749,1687183629,1687443300,Up to 1000 ETH,Up to 900 ETH,Up to 800 ETH,Up to 700 ETH,Up to 600 ETH,Up to 500 ETH,Up to 400 ETH,Up to 300 ETH,Up to 200 ETH,Up to 100 ETH,Avoid Origin oETH
0xFB9e5F5874565A6eF8FCF1DEbc4975501331a8Ca,5,1687373025,0xc5915e8b65bd754a05360ef028543fd3e8034837af0e3c6968bfd925e69f86fb,oETH - Allocation,0x772e903794Eb0F2AA5dE1791029A1a8fdDFb7cA6,1687183749,1687183629,1687443300,Up to 1000 ETH,Up to 900 ETH,Up to 800 ETH,Up to 700 ETH,Up to 600 ETH,Up to 500 ETH,Up to 400 ETH,Up to 300 ETH,Up to 200 ETH,Up to 100 ETH,Avoid Origin oETH
0x4D04EB67A2D1e01c71FAd0366E0C200207A75487,4,1687370374,0xc5915e8b65bd754a05360ef028543fd3e8034837af0e3c6968bfd925e69f86fb,oETH - Allocation,0x772e903794Eb0F2AA5dE1791029A1a8fdDFb7cA6,1687183749,1687183629,1687443300,Up to 1000 ETH,Up to 900 ETH,Up to 800 ETH,Up to 700 ETH,Up to 600 ETH,Up to 500 ETH,Up to 400 ETH,Up to 300 ETH,Up to 200 ETH,Up to 100 ETH,Avoid Origin oETH
