voter,choice,created,proposal_id,proposal_title,proposal_author,proposal_created,proposal_start,proposal_end,proposal_choices_0,proposal_choices_1
0x5C7a20b1EFa9A2aB5F448b651Aa264F233076C4C,1,1685735927,0x1eff01fbb345490b1bc89393aab1e1bf16e174b56fd98618614f4caa84ee1e07,[Epoch-0] MerkleTree Notarization,0x0810C422E4abD05c752618B403d26cf60bB50B5C,1685708362,1685708360,1685967560,Valid,Invalid
0xF3DD72AC3c9833574491861793e8fFe1f07c8905,1,1685733518,0x1eff01fbb345490b1bc89393aab1e1bf16e174b56fd98618614f4caa84ee1e07,[Epoch-0] MerkleTree Notarization,0x0810C422E4abD05c752618B403d26cf60bB50B5C,1685708362,1685708360,1685967560,Valid,Invalid
0x198ca1beaCF70b82c4e6dE21E8Cb7b6dA6D8477A,1,1685730295,0x1eff01fbb345490b1bc89393aab1e1bf16e174b56fd98618614f4caa84ee1e07,[Epoch-0] MerkleTree Notarization,0x0810C422E4abD05c752618B403d26cf60bB50B5C,1685708362,1685708360,1685967560,Valid,Invalid
0x62661B101ca48734668669a9F1Cb83c4889049F3,1,1685730004,0x1eff01fbb345490b1bc89393aab1e1bf16e174b56fd98618614f4caa84ee1e07,[Epoch-0] MerkleTree Notarization,0x0810C422E4abD05c752618B403d26cf60bB50B5C,1685708362,1685708360,1685967560,Valid,Invalid
0x784F0d732aF31C7d70F2e37761D388Ce172c7482,1,1685723848,0x1eff01fbb345490b1bc89393aab1e1bf16e174b56fd98618614f4caa84ee1e07,[Epoch-0] MerkleTree Notarization,0x0810C422E4abD05c752618B403d26cf60bB50B5C,1685708362,1685708360,1685967560,Valid,Invalid
0x64B7fcC8C17540139BDd84d00c7261035602Cb66,1,1685722730,0x1eff01fbb345490b1bc89393aab1e1bf16e174b56fd98618614f4caa84ee1e07,[Epoch-0] MerkleTree Notarization,0x0810C422E4abD05c752618B403d26cf60bB50B5C,1685708362,1685708360,1685967560,Valid,Invalid
0x8e851e94e1667Cd76Dda1A49f258934E2BCDCF3e,1,1685721691,0x1eff01fbb345490b1bc89393aab1e1bf16e174b56fd98618614f4caa84ee1e07,[Epoch-0] MerkleTree Notarization,0x0810C422E4abD05c752618B403d26cf60bB50B5C,1685708362,1685708360,1685967560,Valid,Invalid
0xD6ccB9d49A2ecd78efC35D6C733214029a1C74cB,1,1685720503,0x1eff01fbb345490b1bc89393aab1e1bf16e174b56fd98618614f4caa84ee1e07,[Epoch-0] MerkleTree Notarization,0x0810C422E4abD05c752618B403d26cf60bB50B5C,1685708362,1685708360,1685967560,Valid,Invalid
0x21210E9f52300880E61D0fD0D08d1b882a6369f9,1,1685719356,0x1eff01fbb345490b1bc89393aab1e1bf16e174b56fd98618614f4caa84ee1e07,[Epoch-0] MerkleTree Notarization,0x0810C422E4abD05c752618B403d26cf60bB50B5C,1685708362,1685708360,1685967560,Valid,Invalid
0x4188c45B8dfC8998Ceee2398e746deC2797B0961,1,1685719332,0x1eff01fbb345490b1bc89393aab1e1bf16e174b56fd98618614f4caa84ee1e07,[Epoch-0] MerkleTree Notarization,0x0810C422E4abD05c752618B403d26cf60bB50B5C,1685708362,1685708360,1685967560,Valid,Invalid
0xF8C84C6A4f1083f7a7Fd94885B303A3974116D82,1,1685719307,0x1eff01fbb345490b1bc89393aab1e1bf16e174b56fd98618614f4caa84ee1e07,[Epoch-0] MerkleTree Notarization,0x0810C422E4abD05c752618B403d26cf60bB50B5C,1685708362,1685708360,1685967560,Valid,Invalid
0xFbEA6F2B10e8Ee770F37Fff9B8C9E10d9B65741D,1,1685719136,0x1eff01fbb345490b1bc89393aab1e1bf16e174b56fd98618614f4caa84ee1e07,[Epoch-0] MerkleTree Notarization,0x0810C422E4abD05c752618B403d26cf60bB50B5C,1685708362,1685708360,1685967560,Valid,Invalid
0x461F635488972409981EDbD043834dbaA7239FA6,1,1685717570,0x1eff01fbb345490b1bc89393aab1e1bf16e174b56fd98618614f4caa84ee1e07,[Epoch-0] MerkleTree Notarization,0x0810C422E4abD05c752618B403d26cf60bB50B5C,1685708362,1685708360,1685967560,Valid,Invalid
0xE5A3D77D7788A83f3549dD7F08Fc2aCed7E262d2,1,1685712335,0x1eff01fbb345490b1bc89393aab1e1bf16e174b56fd98618614f4caa84ee1e07,[Epoch-0] MerkleTree Notarization,0x0810C422E4abD05c752618B403d26cf60bB50B5C,1685708362,1685708360,1685967560,Valid,Invalid
0xd3C808920D8fCcBeBd181Aae8D4FB2ACd1A433cD,1,1685710535,0x1eff01fbb345490b1bc89393aab1e1bf16e174b56fd98618614f4caa84ee1e07,[Epoch-0] MerkleTree Notarization,0x0810C422E4abD05c752618B403d26cf60bB50B5C,1685708362,1685708360,1685967560,Valid,Invalid
0x519A0dF0Bd2b586b6F7126799c30A243E13ABCbe,1,1685709171,0x1eff01fbb345490b1bc89393aab1e1bf16e174b56fd98618614f4caa84ee1e07,[Epoch-0] MerkleTree Notarization,0x0810C422E4abD05c752618B403d26cf60bB50B5C,1685708362,1685708360,1685967560,Valid,Invalid
0x0810C422E4abD05c752618B403d26cf60bB50B5C,1,1685709122,0x1eff01fbb345490b1bc89393aab1e1bf16e174b56fd98618614f4caa84ee1e07,[Epoch-0] MerkleTree Notarization,0x0810C422E4abD05c752618B403d26cf60bB50B5C,1685708362,1685708360,1685967560,Valid,Invalid
