address,token_address,token_symbol,token_decimals,token_amount,rewards_address,rewards_symbol,rewards_decimals,rewards_amount,state
0xd18a54f89603Fe4301b29EF6a8ab11b9Ba24f139,0xc72fbD264b40D88E445bcf82663D63FF21e722AF,PRV,18,10744005000000000000,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH,18,0,active
0xd27d90b337717Fd91C4D409F712B890D4eE2FdD6,0xc72fbD264b40D88E445bcf82663D63FF21e722AF,PRV,18,470000000000000000000,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH,18,0,active
0xD2f96F8D1884CFD7F3e10611A86d9e932A235Ed3,0xc72fbD264b40D88E445bcf82663D63FF21e722AF,PRV,18,372959985154899779449,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH,18,0,active
0xD781F65cD90eE9418C70d1D244192C349Bf1176c,0xc72fbD264b40D88E445bcf82663D63FF21e722AF,PRV,18,50000000000000000000,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH,18,0,active
0xD84409d9593413Ca38A3B2b9A2Ba776E7C1EBCa1,0xc72fbD264b40D88E445bcf82663D63FF21e722AF,PRV,18,41686679738629315192,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH,18,0,active
0xDb8D484c46cE6B0bd00f38a51b299EB129928AC0,0xc72fbD264b40D88E445bcf82663D63FF21e722AF,PRV,18,41241361466784400048,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH,18,0,active
0xdC6b5549763D893b01A41aCF0D7d77CCb44f3417,0xc72fbD264b40D88E445bcf82663D63FF21e722AF,PRV,18,4830897194098682441539,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH,18,0,active
0xdC6CE98A9020905973C9C026c6f3e34df9998D8A,0xc72fbD264b40D88E445bcf82663D63FF21e722AF,PRV,18,805297813806106080193,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH,18,0,active
0xE26EDCA05417A65819295c49fC67272Ab247D791,0xc72fbD264b40D88E445bcf82663D63FF21e722AF,PRV,18,527872578391592655038,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH,18,0,active
0xe89dEe662C94FfEE76d0942f4a4bAD27cC076dd2,0xc72fbD264b40D88E445bcf82663D63FF21e722AF,PRV,18,5230147240755659760,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH,18,0,active
0xefE7a2bbe01adc090AB28eD422a359b553aAbC16,0xc72fbD264b40D88E445bcf82663D63FF21e722AF,PRV,18,178500165046866581852,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH,18,0,active
0xf5288cd6B213476A2E1cCF9506050043f7Ba30c7,0xc72fbD264b40D88E445bcf82663D63FF21e722AF,PRV,18,26188767871875391709195,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH,18,0,active
0xf677E155f96c448102d448F64B23aCEF8e74E4Ea,0xc72fbD264b40D88E445bcf82663D63FF21e722AF,PRV,18,29958871295082561636,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH,18,0,active
0xfB1D7F6c700A053683f80447B387A891D5f76aaC,0xc72fbD264b40D88E445bcf82663D63FF21e722AF,PRV,18,145394365286561067019,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH,18,0,active
0xfB8aA192dA69DD3DE22a9354EA99538315446c0D,0xc72fbD264b40D88E445bcf82663D63FF21e722AF,PRV,18,177030266266147570136,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WETH,18,0,active
